normalized_query,query_type,reward,risky
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
"replace into mysql.st_spatial_reference_systems(id, catalog_id, name, organization, organization_coordsys_id, definition, description) values (0, 0, 'str', 'str', 0, 'str', null);",REPLACE,0,0
